1.037612232103345633e+00 4.586056192732542724e-01 -6.658406882566977880e-02
2.172033149845126188e-01 7.620550848146889766e-01 -1.936352488388334570e-01
-2.850074785705281055e-01 -1.430118956139685427e-01 1.403951885493089913e+00
7.047909747739873332e-01 -1.565442831160815951e-01 3.023589060142881646e-01
3.922988787152963397e-01 3.470333387570719297e-01 2.592542087574382648e-01
1.562090257172334684e-01 1.969595141929317839e-01 6.979718570436941327e-01
9.474733619849614596e-01 9.064267915937254116e-01 8.423305774601015650e-02
1.072806572356326704e+00 4.303130947716832244e-01 1.004902379736511531e+00
5.856619934744905498e-01 4.117308999830408545e-01 7.059216799678041943e-01
3.692498901503132869e-01 8.662416138302133639e-01 5.982307596703464458e-01
5.183445065093281734e-01 2.411930841957058425e-01 5.693466694312766530e-01
-4.976485549319881185e-02 4.019097701584152249e-01 6.771628905687269162e-01
8.965528940133209446e-01 1.766544421125713638e-01 1.549381565547351403e-01
1.316616378257783992e+00 -1.993633088804893927e-01 6.738571187603661361e-01
4.217346435013906158e-01 8.725000339255319926e-01 -1.327460239284083965e-02
3.480719043897486653e-01 2.884533809518842751e-01 7.323770830615419225e-01
1.819741088281611463e-01 7.655658243112227757e-01 3.643997677231974874e-01
2.953279953093413401e-01 3.075066702761724002e-01 5.026187942102169348e-01
5.704559939010052094e-01 5.127182993956005408e-01 4.981016978242967519e-01
4.004650237436229165e-01 -1.567861838057560409e-02 6.596675966923470913e-01
