7.331452549646373384e-01 3.957474282588959724e-01 -1.067621486346397308e-01
4.692473194878870046e-01 1.355351605295784800e+00 4.427799354655647113e-01
2.879805140867253144e-02 1.761673111131767389e-01 5.889829532229637898e-01
2.221777014215032264e-01 4.385077952495736731e-01 8.139028911674558997e-02
8.027640946709782011e-01 1.027296309908719119e+00 4.145694673961116128e-01
3.725611604220164796e-01 4.072004044620267660e-01 5.844077927307488318e-01
6.642459832335203540e-01 1.531041941042949883e-01 6.314011192779233062e-01
9.681706725554155568e-01 -3.074390096027090902e-01 7.832566549586595928e-01
3.696025019032211922e-03 1.363592866488727795e+00 6.519469601570986317e-01
9.961809950847841932e-01 8.912349269314669975e-01 8.334737931486591034e-03
9.473331559951629899e-01 9.560692396624397293e-01 3.624734608612090181e-01
1.880987559961862510e-01 2.977909670301485123e-01 9.952647419250433281e-01
7.000595353554571743e-01 6.033987616000080489e-01 6.208770499288991385e-01
9.292718408736599933e-01 3.408447882390007178e-01 5.323676181014325159e-01
7.577862612083960947e-01 1.115907789395543359e+00 4.975687694284309376e-02
7.847483123471703514e-01 -1.313430234860127610e-01 9.374197400330128715e-01
-1.218314042117358831e-01 9.844346420481603355e-01 7.669750468267049204e-01
-4.534874160878083482e-01 8.809161202608937202e-01 8.946048150756255035e-01
9.826034405196168997e-01 6.455053670568371427e-01 -4.444197034180139561e-01
4.867763225003195471e-01 8.871869623322743426e-01 4.291564341110138403e-01
