8.554456119981909135e-01 -5.786147964201712734e-02 1.951429171368574966e-01
2.516416421422047744e-02 6.340223884150493205e-01 9.149100677368948720e-02
1.793310541038579953e-01 2.323521624839048894e-01 8.927081049214261599e-01
6.366665910140790752e-01 3.868239503833324489e-01 1.665777122684201084e-01
4.196667980758472249e-01 6.575724953776196369e-01 1.880097294442226730e-01
5.044326128204595916e-02 2.382046098678454182e-01 5.802846376212607016e-01
8.017246299522114983e-01 8.476975323929001327e-01 1.344005351227677003e-01
8.964020384903366168e-01 1.304797520585378456e-01 7.736813285269947826e-01
9.768609938237966805e-02 6.387449456944016557e-01 8.976320790866119115e-01
5.121189751244963340e-01 5.549442987192209076e-01 1.182429844370978533e-01
4.271909013280754674e-01 5.129046577778358929e-01 7.402224197743526579e-01
3.967473033914392100e-01 4.637345891767478134e-01 6.468949079234279642e-01
8.331063301257981557e-01 3.777475940018316103e-01 1.612842374427441161e-01
7.440649478814544970e-01 6.897325847013160982e-02 5.334968529689997352e-01
5.189179780593450309e-01 6.908742137305821096e-01 4.769519292737117722e-02
3.664715627903133432e-01 7.193332134183152982e-02 6.063447627016826935e-01
1.454105892368693365e-01 8.645485581132448250e-01 7.450503189994114317e-01
2.079849951744403569e-01 4.272401552161155247e-01 7.522882987407975008e-01
6.586647994019596553e-01 4.187529430699244437e-01 3.780059695636514561e-01
2.891239194715721772e-01 3.796787115496779164e-01 5.514148608861418888e-01
