0.000000000000000000e+00 6.250000000000000000e-01 8.249999999999999556e-01 9.499999999999999556e-01 0.000000000000000000e+00 1.000000000000000000e+00 4.500000000000000111e-01 6.250000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 2.500000000000000139e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.749999999999999556e-01 0.000000000000000000e+00 9.749999999999999778e-01 9.749999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 9.250000000000000444e-01 3.250000000000000111e-01 8.750000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.499999999999999722e-02 6.999999999999999556e-01 9.250000000000000444e-01 9.749999999999999778e-01 3.250000000000000111e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.250000000000000444e-01 9.749999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 6.999999999999999556e-01 0.000000000000000000e+00 7.249999999999999778e-01 9.499999999999999556e-01 9.749999999999999778e-01 2.999999999999999889e-01 9.749999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 8.750000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.500000000000000139e-02 9.875000000000000444e-01 1.000000000000000000e+00 9.749999999999999778e-01 9.749999999999999778e-01 5.749999999999999556e-01 9.749999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 8.750000000000000000e-01 9.749999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 3.750000000000000000e-01 1.000000000000000000e+00 2.500000000000000139e-02 8.499999999999999778e-01 9.749999999999999778e-01 1.000000000000000000e+00 3.250000000000000111e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000139e-02 9.499999999999999556e-01 9.749999999999999778e-01 1.000000000000000000e+00 5.999999999999999778e-01 0.000000000000000000e+00 9.749999999999999778e-01 9.749999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 9.499999999999999556e-01 5.250000000000000222e-01 9.749999999999999778e-01 9.749999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.749999999999999889e-01 7.249999999999999778e-01 8.750000000000000000e-01 9.749999999999999778e-01 2.374999999999999889e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 8.499999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.749999999999999778e-01 4.749999999999999778e-01 1.000000000000000000e+00 5.999999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 4.249999999999999889e-01 6.250000000000000000e-01 9.000000000000000222e-01 1.499999999999999944e-01 9.250000000000000444e-01 9.749999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.500000000000000444e-01 9.499999999999999556e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000278e-02 7.500000000000000000e-01 9.250000000000000444e-01 1.000000000000000000e+00 4.000000000000000222e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000222e-01 9.749999999999999778e-01 9.749999999999999778e-01 9.749999999999999778e-01 2.500000000000000139e-02 3.750000000000000000e-01 6.250000000000000000e-01 7.750000000000000222e-01 2.874999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.749999999999999778e-01 1.000000000000000000e+00
0.000000000000000000e+00 8.499999999999999778e-01 9.250000000000000444e-01 9.749999999999999778e-01 0.000000000000000000e+00 7.499999999999999722e-02 9.749999999999999778e-01 3.499999999999999778e-01 9.749999999999999778e-01 9.749999999999999778e-01 9.749999999999999778e-01 9.250000000000000444e-01 9.499999999999999556e-01 9.749999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 9.000000000000000222e-01 6.250000000000000000e-01 6.999999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.250000000000000444e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.749999999999999778e-01 9.749999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
