5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
1.338329342056231719e-01 1.236039194711642392e-01 3.691529382640723056e-01
3.798191903961350979e-01 6.827939855853307760e-01 3.681124409819734877e-01
1.506538637668054237e-01 7.129484560687555650e-01 5.460693471780825314e-01
2.043927399427719616e-02 2.245447860079538560e-01 6.702747818760887988e-01
6.302108129951122795e-01 5.541803730802563610e-01 5.873729276509047637e-01
4.520146298182159961e-01 4.689458650769420811e-01 1.231166459760611037e-01
1.460329556362280519e-02 5.403518814198668974e-01 7.052321934395971992e-01
8.637570057318242345e-01 4.811449070614084444e-01 5.705877186260406297e-01
3.911971756396355748e-01 3.690110062521169687e-01 2.473748654322373008e-01
1.163049972783227748e-01 6.230033988919468912e-01 8.458174909745697079e-01
6.935611338120819536e-01 7.687684039963217364e-01 5.309578876438443285e-01
8.947563574872436920e-01 1.849153048605117061e-02 3.373091189307372839e-01
3.360909977667954629e-01 5.526212880896556046e-01 2.667625010216777559e-01
1.997955935184993481e-01 7.175930280534243977e-01 5.557079820091003208e-01
7.327045016359682306e-01 5.507341842671346077e-01 4.626197691254129163e-01
7.006151961931567085e-01 2.531896201459497009e-01 6.952444180879655544e-01
