8,184.864,180.701
9,186.893,185.976
10,173.437,162.13
14,172.323,172.424
15,200.438,189.345
16,173.314,168.203
17,162.488,149.431
18,186.945,169.46
20,199.583,187.345
21,201.723,191.493
22,171.88,174.2
23,198.734,189.132
24,173.779,173.051
25,172.205,146.631
26,171.88,169.01
27,187.14,175.343
28,188.254,175.223
29,199.541,177.664
